series_id,reading_id,wavelength_nm,value
pr655,repeat_02,644,0.051150001600000002
pr655,repeat_02,648,0.048370000000000003
pr655,repeat_02,652,0.044429998800000002
pr655,repeat_02,656,0.045600000799999998
pr655,repeat_02,660,0.045570000999999999
pr655,repeat_02,664,0.043760001700000002
pr655,repeat_02,668,0.041719999200000003
pr655,repeat_02,672,0.039659999299999998
pr655,repeat_02,676,0.039110001200000001
pr655,repeat_02,680,0.039340000600000001
pr655,repeat_02,684,0.039730001199999997
pr655,repeat_02,688,0.034099999800000003
pr655,repeat_02,692,0.030859999400000001
pr655,repeat_02,696,0.029759999400000001
pr655,repeat_02,700,0.026979999599999999
pr655,repeat_02,704,0.023959999900000001
pr655,repeat_02,708,0.021970000100000001
pr655,repeat_02,712,0.0210299995
pr655,repeat_02,716,0.020109999900000002
pr655,repeat_02,720,0.019349999699999999
pr655,repeat_02,724,0.0185800008
pr655,repeat_02,728,0.0175000001
pr655,repeat_02,732,0.016580000500000001
pr655,repeat_02,736,0.016100000600000001
pr655,repeat_02,740,0.016149999599999999
pr655,repeat_02,744,0.015820000300000001
pr655,repeat_02,748,0.016550000799999999
pr655,repeat_02,752,0.018130000699999999
pr655,repeat_02,756,0.0212900005
pr655,repeat_02,760,0.0206899997
pr655,repeat_02,764,0.019039999700000001
pr655,repeat_02,768,0.019419999800000001
pr655,repeat_02,772,0.019150000100000002
pr655,repeat_02,776,0.016419999300000002
pr655,repeat_02,780,0.0144600002
pr655,repeat_03,380,0.00028380000699999999
pr655,repeat_03,384,0.00028489998699999998
pr655,repeat_03,388,0.000281799992
pr655,repeat_03,392,0.00034430000200000001
pr655,repeat_03,396,0.00046579999600000001
pr655,repeat_03,400,0.00127799995
pr655,repeat_03,404,0.0034099998899999998
pr655,repeat_03,408,0.0068799997699999999
pr655,repeat_03,412,0.0120799998
pr655,repeat_03,416,0.017020000099999998
pr655,repeat_03,420,0.021129999300000001
pr655,repeat_03,424,0.024639999499999999
pr655,repeat_03,428,0.025620000399999999
pr655,repeat_03,432,0.027519999100000001
pr655,repeat_03,436,0.03015
pr655,repeat_03,440,0.028720000799999999
pr655,repeat_03,444,0.0279300008
pr655,repeat_03,448,0.027799999299999999
pr655,repeat_03,452,0.028750000500000001
pr655,repeat_03,456,0.0311200004
pr655,repeat_03,460,0.033390000500000003
pr655,repeat_03,464,0.033920001200000001
pr655,repeat_03,468,0.033539999299999998
pr655,repeat_03,472,0.033280000099999998
pr655,repeat_03,476,0.032779999099999999
pr655,repeat_03,480,0.0322300009
pr655,repeat_03,484,0.031720001300000002
pr655,repeat_03,488,0.032859999700000003
pr655,repeat_03,492,0.033900000200000002
pr655,repeat_03,496,0.034589998400000002
pr655,repeat_03,500,0.035900000500000001
pr655,repeat_03,504,0.038469999999999997
pr655,repeat_03,508,0.0373999998
pr655,repeat_03,512,0.035890001800000002
pr655,repeat_03,516,0.036070000400000003
pr655,repeat_03,520,0.035849999600000002
pr655,repeat_03,524,0.035700000799999999
pr655,repeat_03,528,0.039269998700000003
pr655,repeat_03,532,0.054079998300000001
pr655,repeat_03,536,0.076240003099999995
pr655,repeat_03,540,0.074699997899999995
pr655,repeat_03,544,0.061609998300000003
pr655,repeat_03,548,0.0501799993
pr655,repeat_03,552,0.040950000299999997
pr655,repeat_03,556,0.040410000799999998
pr655,repeat_03,560,0.042810000500000001
pr655,repeat_03,564,0.047910001100000002
pr655,repeat_03,568,0.052439998799999998
pr655,repeat_03,572,0.048879999700000003
pr655,repeat_03,576,0.047329999499999997
pr655,repeat_03,580,0.047309998399999997
pr655,repeat_03,584,0.051470000299999999
pr655,repeat_03,588,0.058630000799999998
pr655,repeat_03,592,0.074960000799999996
pr655,repeat_03,596,0.0816499963
pr655,repeat_03,600,0.073030002400000002
pr655,repeat_03,604,0.064369998900000003
pr655,repeat_03,608,0.064450003199999994
pr655,repeat_03,612,0.066569998899999996
pr655,repeat_03,616,0.061730001100000001
pr655,repeat_03,620,0.055130001200000001
pr655,repeat_03,624,0.0536300018
pr655,repeat_03,628,0.053699999999999998
pr655,repeat_03,632,0.051569998300000003
pr655,repeat_03,636,0.050960000599999999
pr655,repeat_03,640,0.050500001799999999
pr655,repeat_03,644,0.051109999400000002
pr655,repeat_03,648,0.048360001299999997
pr655,repeat_03,652,0.044410001499999997
pr655,repeat_03,656,0.045589998399999998
pr655,repeat_03,660,0.045570000999999999
pr655,repeat_03,664,0.043659999999999997
pr655,repeat_03,668,0.041570000400000001
pr655,repeat_03,672,0.039579998700000001
pr655,repeat_03,676,0.039080001400000001
pr655,repeat_03,680,0.039250001299999997
pr655,repeat_03,684,0.039639998199999998
pr655,repeat_03,688,0.034070000099999997
pr655,repeat_03,692,0.030789999299999999
pr655,repeat_03,696,0.0296400003
pr655,repeat_03,700,0.026869999200000001
pr655,repeat_03,704,0.0239000004
pr655,repeat_03,708,0.021849999200000001
pr655,repeat_03,712,0.020959999399999998
pr655,repeat_03,716,0.019990000899999999
pr655,repeat_03,720,0.019239999399999999
pr655,repeat_03,724,0.018519999499999999
pr655,repeat_03,728,0.017300000400000001
pr655,repeat_03,732,0.016400000099999999
pr655,repeat_03,736,0.015909999599999999
pr655,repeat_03,740,0.01602
pr655,repeat_03,744,0.0155400001
pr655,repeat_03,748,0.016330000000000001
pr655,repeat_03,752,0.0179699995
pr655,repeat_03,756,0.021090000899999999
pr655,repeat_03,760,0.020320000099999999
pr655,repeat_03,764,0.018769999999999998
pr655,repeat_03,768,0.0190699995
pr655,repeat_03,772,0.018719999099999999
pr655,repeat_03,776,0.016270000499999999
pr655,repeat_03,780,0.014220000199999999
pr655,repeat_04,380,0.000219499998
pr655,repeat_04,384,0.00023760000500000001
pr655,repeat_04,388,0.0002351
pr655,repeat_04,392,0.00025049998700000002
pr655,repeat_04,396,0.00038969999899999999
pr655,repeat_04,400,0.00116800005
pr655,repeat_04,404,0.0032879998900000001
pr655,repeat_04,408,0.0068029998799999996
pr655,repeat_04,412,0.0120000001
pr655,repeat_04,416,0.016899999200000002
pr655,repeat_04,420,0.021020000800000001
pr655,repeat_04,424,0.024520000399999999
